"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0018108";"GO:0018108";"peptidyl-tyrosine phosphorylation";"50/3897";"198/18805";0.252525252525253;1.21856232325824;1.58070325241959;0.0701884610129869;0.337234160466963;0.294122577979304;"ABI1/ADAM17/BANK1/CNOT7/CSPG4/CTF1/DDR1/DDR2/DGKQ/ENPP2/ERBB2/FBXW7/FES/FGF7/GPRC5A/HBEGF/HES1/HRG/IFNG/IL15/JAK2/LILRA5/LYN/MAPK3/MTOR/MVP/NEDD9/PARP14/PDGFA/PDGFB/PECAM1/PIBF1/PTK2B/PTPN1/PTPN11/PTPN2/PTPRC/PTPRJ/RICTOR/RIPK2/SEMA4D/SRCIN1/SYK/TGFB1/THBS4/TNK2/VEGFA/VEGFB/ZAP70/ZGPAT";50
"GO:0000722";"GO:0000722";"telomere maintenance via recombination";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"BRCA2/ERCC1/ERCC4/SMC5/SMC6/XRCC3";6
"GO:0001325";"GO:0001325";"formation of extrachromosomal circular DNA";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"ERCC1/NBN/SLX1A/SLX4/XRCC3/XRCC5";6
"GO:0001768";"GO:0001768";"establishment of T cell polarity";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"CCR7/DOCK2/DOCK8/MYH9/RIPOR2/SCRIB";6
"GO:0003376";"GO:0003376";"sphingosine-1-phosphate receptor signaling pathway";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"AKT1/PIK3CG/S1PR1/S1PR2/S1PR3/SPHK2";6
"GO:0007567";"GO:0007567";"parturition";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"EDN1/LDOC1/MAFF/MMP2/OXTR/PTGFR";6
"GO:0009263";"GO:0009263";"deoxyribonucleotide biosynthetic process";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"ADK/DCK/DUT/GUK1/RRM2B/SHMT1";6
"GO:0009265";"GO:0009265";"2'-deoxyribonucleotide biosynthetic process";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"ADK/DCK/DUT/GUK1/RRM2B/SHMT1";6
"GO:0010454";"GO:0010454";"negative regulation of cell fate commitment";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"CD69/FZD7/HES1/LGALS1/NKX6-2/TBX21";6
"GO:0010763";"GO:0010763";"positive regulation of fibroblast migration";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"AKAP12/AKT1/ARHGEF7/DDR2/PRKCE/TGFB1";6
"GO:0021694";"GO:0021694";"cerebellar Purkinje cell layer formation";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"AGTPBP1/CEND1/FAIM2/HERC1/SKOR2/SLC25A46";6
"GO:0032621";"GO:0032621";"interleukin-18 production";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"CD84/DHX9/GBP5/GSDMD/TLR2/USP50";6
"GO:0032661";"GO:0032661";"regulation of interleukin-18 production";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"CD84/DHX9/GBP5/GSDMD/TLR2/USP50";6
"GO:0042159";"GO:0042159";"lipoprotein catabolic process";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"ABHD17A/ABHD17C/APOC2/APOE/ATM/LYPLA1";6
"GO:0044849";"GO:0044849";"estrous cycle";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"CA12/EGR1/NCOA1/NCOR2/OPRL1/OXTR";6
"GO:0046007";"GO:0046007";"negative regulation of activated T cell proliferation";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"ARG1/CASP3/CD274/PDCD1LG2/RC3H1/SCRIB";6
"GO:0046385";"GO:0046385";"deoxyribose phosphate biosynthetic process";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"ADK/DCK/DUT/GUK1/RRM2B/SHMT1";6
"GO:0047484";"GO:0047484";"regulation of response to osmotic stress";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"BAD/BDKRB2/EFHD1/PTGS2/SLC25A23/USP15";6
"GO:0051481";"GO:0051481";"negative regulation of cytosolic calcium ion concentration";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"ATP1A2/ATP2B1/BCL2/KCNK3/SLC8A1/TMBIM6";6
"GO:0070142";"GO:0070142";"synaptic vesicle budding";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"AP1G1/AP3D1/DNM3/PICALM/SLC2A4/SNAP91";6
"GO:0090656";"GO:0090656";"t-circle formation";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"ERCC1/NBN/SLX1A/SLX4/XRCC3/XRCC5";6
"GO:0090737";"GO:0090737";"telomere maintenance via telomere trimming";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"ERCC1/NBN/SLX1A/SLX4/XRCC3/XRCC5";6
"GO:0098693";"GO:0098693";"regulation of synaptic vesicle cycle";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"ARHGDIA/BSN/C9orf72/CASP3/PRKAR1B/RAPGEF4";6
"GO:0106072";"GO:0106072";"negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"ARRDC3/MGRN1/OPRL1/PDE3B/PDE4B/PDE4D";6
"GO:1902166";"GO:1902166";"negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"ATAD5/BCL2/ELL3/MARCHF7/MUC1/ZNF385A";6
"GO:1903826";"GO:1903826";"L-arginine transmembrane transport";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"SLC25A15/SLC38A9/SLC47A1/SLC66A1/SLC7A2/SLC7A6";6
"GO:2000320";"GO:2000320";"negative regulation of T-helper 17 cell differentiation";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"CD69/LGALS1/RC3H1/SMAD7/TBX21/ZBTB7B";6
"GO:2001138";"GO:2001138";"regulation of phospholipid transport";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"ABCA3/ABCA7/APOE/ATP8A1/FASLG/XRCC4";6
"GO:2001140";"GO:2001140";"positive regulation of phospholipid transport";"6/3897";"15/18805";0.4;1.93020272004106;1.84263992413242;0.0707675891228473;0.337234160466963;0.294122577979304;"ABCA3/ABCA7/APOE/ATP8A1/FASLG/XRCC4";6
"GO:0097120";"GO:0097120";"receptor localization to synapse";"22/3897";"78/18805";0.282051282051282;1.36104037951613;1.63361459658975;0.0712798443917384;0.33880043336449;0.295488620558745;"C1QL3/CLSTN1/CPLX1/DAG1/DBN1/DLG3/DLG4/EPB41L3/ERBB2/GABARAP/HRAS/IQSEC2/KIF3B/KIFC2/MKLN1/OGT/OLFM1/SCRIB/SHISA6/SLC12A5/STX7/VWC2";22
"GO:0051170";"GO:0051170";"import into nucleus";"44/3897";"172/18805";0.255813953488372;1.23443197211928;1.57913880052659;0.0713729860157218;0.33880043336449;0.295488620558745;"AKT1/BAG3/BMP4/CDH1/E2F3/ECT2/EFCAB7/HDAC3/HIKESHI/HNRNPA1/IFNG/ING1/IPO11/JAK2/JUP/KPNA1/KPNA2/LMNA/LRRK2/MAPK14/NUP35/NUP50/NUP58/NUP62/NUP98/PIK3R2/PML/PTGS2/RANBP2/RANBP6/RGPD8/SHH/SIX2/SPG11/SPRN/STK4/SYK/TGFB1/TNPO2/TRIM28/TSC2/UBR5/XBP1/ZPR1";44
"GO:0001101";"GO:0001101";"response to acid chemical";"38/3897";"146/18805";0.26027397260274;1.25595382468425;1.58735659682938;0.071540782220993;0.33880043336449;0.295488620558745;"ALAD/BAIAP2/BCL11A/BCL2L2/CASP3/CASTOR2/CHUK/COL16A1/COL18A1/COL6A1/CPEB4/CUL3/CYBB/EDN1/GRIN2D/HSF1/LAMTOR1/LAMTOR4/LYN/MMP2/MMP3/MTOR/NSMF/PLEC/PPP1R9B/PTGS2/RELA/SIPA1/SLC38A9/SLC7A5/STAMBPL1/TMBIM6/UBR1/UBR2/UFL1/VEGFA/XBP1/ZEB1";38
"GO:0014829";"GO:0014829";"vascular associated smooth muscle contraction";"9/3897";"26/18805";0.346153846153846;1.67036773849707;1.7488162528442;0.0716361018283427;0.33880043336449;0.295488620558745;"ATP2B1/CD38/DOCK5/EDN1/MKKS/P2RX1/RAP1GDS1/SLC8A1/ZDHHC21";9
"GO:0032878";"GO:0032878";"regulation of establishment or maintenance of cell polarity";"9/3897";"26/18805";0.346153846153846;1.67036773849707;1.7488162528442;0.0716361018283427;0.33880043336449;0.295488620558745;"ARFGEF1/CYRIB/DOCK8/GATA3/KIF20B/LLGL1/RICTOR/RIPOR2/TEK";9
"GO:0033598";"GO:0033598";"mammary gland epithelial cell proliferation";"9/3897";"26/18805";0.346153846153846;1.67036773849707;1.7488162528442;0.0716361018283427;0.33880043336449;0.295488620558745;"BAX/BRCA2/CCND1/DEAF1/GATA3/GPX1/ID2/RREB1/ZNF703";9
"GO:0033622";"GO:0033622";"integrin activation";"9/3897";"26/18805";0.346153846153846;1.67036773849707;1.7488162528442;0.0716361018283427;0.33880043336449;0.295488620558745;"COL16A1/CX3CL1/CXCL13/FERMT3/MZB1/PIEZO1/PLEK/RASIP1/SKAP1";9
"GO:0043931";"GO:0043931";"ossification involved in bone maturation";"9/3897";"26/18805";0.346153846153846;1.67036773849707;1.7488162528442;0.0716361018283427;0.33880043336449;0.295488620558745;"ADAMTS7/BMP2/CCDC154/EXT1/RFLNB/RYR1/SEMA4D/SNX10/XYLT1";9
"GO:0090128";"GO:0090128";"regulation of synapse maturation";"9/3897";"26/18805";0.346153846153846;1.67036773849707;1.7488162528442;0.0716361018283427;0.33880043336449;0.295488620558745;"ANAPC2/ARHGEF15/CLSTN1/DAB2IP/DISC1/DLGAP4/FGF7/NEUROD2/NFATC4";9
"GO:1900078";"GO:1900078";"positive regulation of cellular response to insulin stimulus";"9/3897";"26/18805";0.346153846153846;1.67036773849707;1.7488162528442;0.0716361018283427;0.33880043336449;0.295488620558745;"IGF2/MYO1C/OSBPL8/PTPN1/PTPN11/PTPN2/SNX5/SORL1/ZBTB7B";9
"GO:0060840";"GO:0060840";"artery development";"31/3897";"116/18805";0.267241379310345;1.28957509313088;1.59947626327766;0.0718724008252098;0.339662038839621;0.296240079495158;"ADAMTS6/ADAMTS9/ADGRF5/APOE/ARID2/BMP4/CHD7/CNTRL/DDIT3/EDN1/EFEMP2/FKBP10/GAA/HES1/HEY1/LOX/MEGF8/NGFR/NOTCH3/PRDM1/SEC24B/SHH/SMAD6/SMAD7/SNX17/SRF/STRA6/TAB1/TBX2/TGFBR2/VEGFA";31
"GO:0044774";"GO:0044774";"mitotic DNA integrity checkpoint signaling";"21/3897";"74/18805";0.283783783783784;1.36940057840751;1.62784699130801;0.0725739365379848;0.342719357195179;0.29890655419391;"ATM/BABAM1/BABAM2/BRSK1/CCND1/CDC6/DTL/EME2/FOXO4/FZR1/IER3/MBTPS2/MDC1/MUS81/NBN/NOP53/PRKDC/RINT1/SETMAR/SYF2/TAOK2";21
"GO:0006399";"GO:0006399";"tRNA metabolic process";"51/3897";"203/18805";0.251231527093596;1.21231944239032;1.55502936996422;0.0733801992263302;0.346266263416879;0.302000028474014;"AARS2/AARSD1/ADAT2/AKT1/BRF1/CTU1/CTU2/DALRD3/DICER1/DTWD1/DUS3L/ELP4/ELP5/FARSA/FARSB/GTF3C3/GTPBP3/HARS1/IARS1/LRRC47/LSM6/POLR2E/POLR2F/POLR2L/POP5/POP7/PTCD1/PUSL1/QARS1/QRSL1/RARS2/RNH1/RPP21/RPP40/RTRAF/SEPSECS/THADA/THUMPD2/THUMPD3/TRDMT1/TRMO/TRMT112/TRUB2/TSEN15/TSEN34/TYW5/VARS1/VARS2/WARS1/WDR6/ZCCHC7";51
"GO:0018105";"GO:0018105";"peptidyl-serine phosphorylation";"37/3897";"142/18805";0.26056338028169;1.25735036340703;1.57383377845379;0.0735325926555356;0.346724681822796;0.302399843258954;"AKAP9/AKT1/ATM/ATR/AURKA/BRSK1/CSNK1A1/EIF2AK3/FNIP1/IFNG/LRRK2/MAP2K2/MAP3K10/MAP3K12/MAPK12/MAPK14/MAPK8/MAPKAPK2/NCK1/PAQR3/PDCD10/PDE4D/PIKFYVE/PINK1/PKD1/PLK2/PRKCE/PRKDC/RASSF2/RICTOR/RIPK2/SMG1/STK4/TFRC/TNKS/TNKS1BP1/ULK1";37
"GO:0006302";"GO:0006302";"double-strand break repair";"78/3897";"323/18805";0.241486068111455;1.16529266380188;1.53200784425354;0.0736207269877929;0.346732426456793;0.302406597828876;"ACTR8/AP5Z1/ARID2/ASTE1/ATM/ATR/BABAM1/BABAM2/BCL7B/BCL7C/BRCA2/BRME1/CYREN/DCLRE1C/DEK/EME2/EPC1/ERCC1/ERCC4/FANCM/FBH1/FH/GEN1/HDGFL2/HELB/HMGA2/HSF1/HTATSF1/IFFO1/ING3/INTS3/KMT5C/MCM7/MCM9/MPND/MTA1/MUS81/NABP1/NBN/PARP3/PARPBP/PELI1/PIAS4/PML/POLM/POT1/PPP4C/PPP4R3A/PRKDC/RAD51AP1/RECQL/RNF126/RNF138/RNF168/RUVBL2/SENP3/SETMAR/SETX/SKP2/SLF1/SLX1A/SLX4/SMARCA4/SMARCAD1/SMARCC2/SMARCD2/SMARCD3/SMC5/SMC6/SMCHD1/TERB1/TNKS1BP1/UBQLN4/UVRAG/XRCC3/XRCC4/XRCC5/ZBTB7A";78
"GO:0014013";"GO:0014013";"regulation of gliogenesis";"30/3897";"112/18805";0.267857142857143;1.29254646431321;1.58761427097406;0.0737322621248624;0.346732426456793;0.302406597828876;"BIN1/BMP2/CXCR4/DAG1/DICER1/EZH2/GFAP/GJC2/HES1/ID2/IL1B/LYN/MTOR/NKX6-2/NR1D1/NTN1/RB1/RELA/RNF112/SERPINE2/SHH/SKI/SLC7A5/SOX11/SOX8/TENM4/TGFB1/TLR2/TP73/UFL1";30
"GO:0043269";"GO:0043269";"regulation of monoatomic ion transport";"111/3897";"472/18805";0.235169491525424;1.13481198053261;1.51657310950974;0.073805835459755;0.346732426456793;0.302406597828876;"ABCB1/ACTN4/AHNAK/AKAP5/AKAP7/AKAP9/AKT1/ANO6/ASIC2/ATG5/ATP1A2/ATP2B1/B2M/BAX/BCL2/BIN1/CACNA1D/CACNB1/CACNB3/CALM3/CASR/CBARP/CCL2/CCR1/CCR2/CD19/CD84/CEMIP/CHD7/CRBN/CTSS/CX3CL1/CXCL10/CXCL9/CXCR4/DMPK/EDN1/EPB41/FCRL3/FXYD1/FXYD6/FXYD7/G6PD/GJC2/GNB2/GOPC/GPER1/GRIN2D/GRIN3B/HAMP/HES1/HOMER3/IFNG/KCNG2/KCNIP1/KCNIP3/KCNJ15/KCNJ3/KCNJ6/KCNMB1/KCNN4/KCNRG/LILRA5/LYN/METTL21C/MLLT6/MMP9/NEDD4/NKAIN4/P2RX1/P2RX2/P2RX5/PACSIN3/PDE4B/PDE4D/PDGFB/PIK3CG/PML/PPP3CC/PRKCE/PTGS2/PTK2B/RAB11B/SARAF/SCN2B/SCN4B/SERPINE2/SLC30A6/SLC31A2/SLC8A1/SLC8B1/SLC9A1/SNTA1/SPG11/SPG7/SPHK2/SPTBN4/STAC2/STIM2/TF/TGFB1/TMBIM6/TMC2/TMEM38B/TMX1/TSPAN13/UBQLN1/UBR3/VAMP2/VMP1/WNK2";111
"GO:2000401";"GO:2000401";"regulation of lymphocyte migration";"20/3897";"70/18805";0.285714285714286;1.37871622860076;1.62299327069166;0.0738102059416575;0.346732426456793;0.302406597828876;"ADAM17/AKT1/CCL2/CCL7/CCR2/CCR6/CD69/CXCL10/CXCL13/DOCK8/GCSAM/ITGA4/KLRK1/MED23/NEDD9/PTK2B/PYCARD/RIPOR2/SLC8B1/STK10";20
"GO:0009150";"GO:0009150";"purine ribonucleotide metabolic process";"84/3897";"350/18805";0.24;1.15812163202463;1.52668316898034;0.0739076157863355;0.346732426456793;0.302406597828876;"ABCC6/ABHD14B/ADCY9/ADK/ADPGK/ADSS1/AK1/ALDOC/AMPD1/ANTKMT/APRT/ARL2/ATP1A2/ATP5F1D/ATP5IF1/ATP5MF/ATP6V0C/ATP6V1A/ATP6V1B2/BAD/BPGM/COL6A1/DDIT4/ENO2/ENO4/ENTPD4/ENTPD7/FIS1/FLCN/FOXK1/GALK1/GIT1/GUK1/HIF1A/HSPA1A/HSPA1B/IER3/IFNG/LRGUK/LRRK2/MPP1/MT-ATP6/MT-ATP8/MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND4L/MT-ND5/MT-ND6/MTOR/NDUFA11/NDUFA3/NDUFB10/NDUFB7/NDUFS2/NDUFS7/NDUFV1/NDUFV2/NPR1/NT5C/NT5C1A/NT5C2/NUDT5/NUPR1/OGT/PAPSS1/PAPSS2/PDE4A/PDE4B/PDE4D/PDE7A/PDE8A/PFKFB2/PFKL/PFKP/PINK1/SLC4A4/SPHK2/SULT1A1/TAFAZZIN/TGFB1/VPS9D1/ZBTB7A";84
"GO:0070588";"GO:0070588";"calcium ion transmembrane transport";"84/3897";"350/18805";0.24;1.15812163202463;1.52668316898034;0.0739076157863355;0.346732426456793;0.302406597828876;"AHNAK/AKAP5/ANO6/ATG5/ATP1A2/ATP2B1/ATP2C1/BAX/BCL2/BHLHA15/BIN1/CACNA1D/CACNA1H/CACNA2D4/CACNB1/CACNB3/CALM3/CBARP/CCR7/CD19/CEMIP/CHD7/CX3CL1/CXCL10/CXCL9/DDIT3/EDN1/ERO1A/FAIM2/FASLG/G6PD/GJC2/GPER1/GRIN2D/GRIN3B/IBTK/ITPR1/ITPR2/KCNN4/LYN/METTL21C/MICU2/NALCN/NALF1/NOL3/ORAI3/P2RX1/P2RX2/P2RX5/PDE4B/PDE4D/PIK3CG/PKD1/PKD1L1/PLCB3/PLCH1/PLCH2/PLCL2/PML/PPP3CC/PRKCE/PTK2B/PTPRC/RYR1/SEC61A1/SLC24A2/SLC25A23/SLC8A1/SLC8B1/SLC9A1/SPG7/STAC2/STIM2/TGFB1/TMBIM4/TMBIM6/TMC2/TMEM165/TMEM38B/TRPM4/TSPAN13/UBQLN1/UBR3/VMP1";84
"GO:0009895";"GO:0009895";"negative regulation of catabolic process";"88/3897";"368/18805";0.239130434782609;1.15392553915498;1.52464978577247;0.0739209666346701;0.346732426456793;0.302406597828876;"AKT1/ALAD/ANGEL2/ARID5A/BAG6/BCL2/BSCL2/CIRBP/CSNK2B/DAB2IP/DDIT4/DDRGK1/DHX9/EHMT2/FAM76B/FLCN/FOXK1/GATA4/GIPC1/GIT1/HERC1/HMGCR/HSP90AB1/IER3/IGF2BP1/IL10RA/IL1B/IRAK3/IREB2/LARP4B/LRRK2/LYPLA1/LZTS1/MAP1A/MAPK14/MAPKAPK2/MARCHF7/MGAT3/MTMR9/MTOR/MYCBP2/NBAS/NOP53/NPC1/NRBP2/NUPR1/OGT/PDE3B/PHF20L1/PHF23/PIK3CG/PIN1/PINK1/PKP3/PML/RASIP1/RBM10/RBM38/RELA/RGP1/RIC1/RNF41/RNH1/RYBP/SCFD1/SERPINE2/SGTA/SHH/SLC7A5/SNRNP70/SNX12/SORL1/TBC1D14/TENT2/TENT5C/TIMP2/TRAF2/TRAF5/TRDMT1/TSC2/UBQLN4/UBXN1/USP25/USP36/USP38/USP5/VPS13C/WDR6";88
"GO:0070168";"GO:0070168";"negative regulation of biomineral tissue development";"10/3897";"30/18805";0.333333333333333;1.60850226670088;1.70534984856014;0.0746942678116319;0.350098002080509;0.305341922582042;"CCR1/FGF23/HEY1/HIF1A/LTBP3/PTK2B/RFLNB/SRGN/TGFB1/TRPM4";10
"GO:1901224";"GO:1901224";"positive regulation of non-canonical NF-kappaB signal transduction";"19/3897";"66/18805";0.287878787878788;1.3891610485144;1.61923081120664;0.0749693758619893;0.351029649796594;0.306154469649171;"ACTN4/C1QTNF4/CD86/EDA/EDN1/IFI35/IL1B/LAPTM5/MAP3K7/PYCARD/RBCK1/RC3H1/RELA/TLR2/TLR4/TRIM26/TRIM55/TRIM56/TRIP6";19
"GO:1902905";"GO:1902905";"positive regulation of supramolecular fiber organization";"45/3897";"177/18805";0.254237288135593;1.22682376273796;1.5501463472233;0.0750049012710695;0.351029649796594;0.306154469649171;"AKAP9/ANKRD53/APOE/ARHGEF15/ARL2/BAIAP2/BIN1/CCR7/CDC42EP1/CDC42EP2/CDC42EP3/CDC42EP4/CDC42EP5/CLU/CRACD/CX3CL1/DCTN1/EDN1/EFEMP2/F2RL1/FES/GIT1/GPR65/GPX1/HSPA1A/HSPA1B/LIMK1/MTOR/MYLK3/NCK1/NCKAP1L/NUMA1/PLEK/PRKCE/PTK2B/PYCARD/RAPGEF3/RB1/RHOC/RICTOR/SORBS3/SYNPO/TGFB3/TNXB/TOGARAM1";45
"GO:0140029";"GO:0140029";"exocytic process";"25/3897";"91/18805";0.274725274725275;1.32568868134688;1.59228455129887;0.0750822091015315;0.351129615738608;0.306241656073389;"BRSK1/CPLX1/EXOC1/EXOC2/EXOC4/EXOC6/GRIK5/LYN/P2RX1/PLEK/PRRT2/RPH3A/RPH3AL/SCRIB/SNAP25/SNPH/STX11/STXBP5/SYK/SYNJ1/SYT5/SYT7/TPRG1L/UNC13A/VAMP8";25
"GO:0016055";"GO:0016055";"Wnt signaling pathway";"112/3897";"477/18805";0.234800838574423;1.13303304321068;1.50467189639662;0.0753873891243039;0.352121071235488;0.307106365171335;"ADGRA2/AMER2/APC2/APOE/ASPM/ATP6V0C/AXIN1/BCL7B/BCL9L/BMP2/CCDC88C/CCND1/COL6A1/CPZ/CRBN/CSNK1A1/CSNK1G2/CSNK2B/CTDNEP1/CTHRC1/CUL3/CYLD/DAB2IP/DAPK3/DDIT3/DISC1/DLX3/DVL1/DVL2/DVL3/EDA/EDN1/EGR1/EMD/EXT1/FBXW4/FUZ/FZD5/FZD6/FZD7/FZD8/GATA3/GRK5/GSC/HECW1/HHEX/HIC1/IGFBP2/IGFBP6/ILK/ITGA3/JUP/KPNA1/LBX2/LEF1/LGR6/LRP5/LRRK2/LZTS2/MAGI2/MAPK14/MDFIC2/NDRG2/NFATC4/NFKB1/NLK/PAF1/PCDH11Y/PIAS4/PIN1/PKD1/PLEKHA4/POU5F1/PPM1N/PPP2R3A/PTPRO/RARG/RNF138/RNF213/RUVBL2/SALL1/SCYL2/SDC1/SHH/SHISA6/SKI/SMAD7/SMARCA4/SOST/SOX13/STK11/STK4/TAX1BP3/TCF7L1/TGFB1/TLE2/TLE4/TLE5/TLR2/TMEM131L/TMEM170B/TMEM64/TNKS/TNKS2/TRPM4/TSC2/UBR5/USP34/WNK2/WNT16/WWTR1/ZNF703";112
"GO:0018212";"GO:0018212";"peptidyl-tyrosine modification";"50/3897";"199/18805";0.251256281407035;1.21243889449815;1.54033326578561;0.0754964799418005;0.352121071235488;0.307106365171335;"ABI1/ADAM17/BANK1/CNOT7/CSPG4/CTF1/DDR1/DDR2/DGKQ/ENPP2/ERBB2/FBXW7/FES/FGF7/GPRC5A/HBEGF/HES1/HRG/IFNG/IL15/JAK2/LILRA5/LYN/MAPK3/MTOR/MVP/NEDD9/PARP14/PDGFA/PDGFB/PECAM1/PIBF1/PTK2B/PTPN1/PTPN11/PTPN2/PTPRC/PTPRJ/RICTOR/RIPK2/SEMA4D/SRCIN1/SYK/TGFB1/THBS4/TNK2/VEGFA/VEGFB/ZAP70/ZGPAT";50
"GO:0045739";"GO:0045739";"positive regulation of DNA repair";"36/3897";"138/18805";0.260869565217391;1.25882786089634;1.5602490781755;0.0755827478981469;0.352121071235488;0.307106365171335;"ACTR8/ARID2/BABAM1/BABAM2/BCL7B/BCL7C/CYREN/DHX9/EPC1/FH/HDAC10/HDGFL2/ING3/INO80B/INO80E/KMT5C/NBN/PARP3/PELI1/PIAS4/PRKDC/RAD51AP1/RNF126/RNF168/RUVBL2/SETMAR/SKP2/SLF1/SMARCA4/SMARCC2/SMARCD2/SMARCD3/SMCHD1/TFPT/TMEM161A/TRIM28";36
"GO:0051053";"GO:0051053";"negative regulation of DNA metabolic process";"36/3897";"138/18805";0.260869565217391;1.25882786089634;1.5602490781755;0.0755827478981469;0.352121071235488;0.307106365171335;"ATM/ATR/CDC6/CYREN/ERCC1/ERCC4/FBH1/FBXO5/GZMA/H1-0/H1-10/H1-4/HELB/HMGA2/HNRNPA1/HSF1/MSH3/NBN/NIBAN2/PARP3/PARPBP/PINX1/PML/POT1/SENP3/SLX1A/SLX4/SMCHD1/STN1/SUB1/TNKS/TNKS2/UBQLN4/WAPL/XRCC5/XRN1";36
"GO:0051208";"GO:0051208";"sequestering of calcium ion";"36/3897";"138/18805";0.260869565217391;1.25882786089634;1.5602490781755;0.0755827478981469;0.352121071235488;0.307106365171335;"ATG5/ATP1A2/BAX/CALM3/CCR7/CD19/CEMIP/CHD7/CX3CL1/CXCL10/CXCL9/DDIT3/ERO1A/FASLG/GPER1/IBTK/ITPR1/ITPR2/LYN/METTL21C/MTLN/NOL3/PDE4D/PLCB3/PLCH1/PLCH2/PLCL2/PRKCE/PTK2B/PTPRC/RYR1/SLC25A23/SLC8A1/SLC8B1/TGFB1/TMEM38B";36
"GO:0042274";"GO:0042274";"ribosomal small subunit biogenesis";"29/3897";"108/18805";0.268518518518519;1.2957379370646;1.57584531518711;0.0756308483150793;0.352121071235488;0.307106365171335;"DHX37/FAU/FBL/HEATR1/IMP3/KRI1/LSM6/NOB1/NOP58/NOP9/PRKDC/RIOK3/RPP40/RPS15/RPS16/RPS19BP1/RRP7A/RRP7BP/RRP9/RRS1/SURF6/TBL3/TRMT112/TSR2/TSR3/WDR36/WDR46/WDR75/XRCC5";29
